Pozycja,Słowo,Liczba wystąpień
110727,008849,1
110728,008850,1
110729,008851,1
110730,008852,1
110731,008853,1
110732,008854,1
110733,008855,1
110734,008856,1
110735,3199,1
110736,0799,1
110737,008857,1
110738,008858,1
110739,008859,1
110740,008860,1
110741,euromoney,1
110742,008861,1
110743,008862,1
110744,niefortunnym,1
110745,palmer,1
110746,008863,1
110747,kenningham,1
110748,uspokoiłoby,1
110749,008864,1
110750,008865,1
110751,impresaryjna,1
110752,marszycki,1
110753,poszedłem,1
110754,koźmiuka,1
110755,008866,1
110756,prezentującego,1
110757,cracoviensis,1
110758,008867,1
110759,najdokładniejsza,1
110760,żylińska,1
110761,skopiec,1
110762,postarano,1
110763,kowalskich,1
110764,wstędze,1
110765,008868,1
110766,kaktusowa,1
110767,takuyi,1
110768,tsukahary,1
110769,zpap,1
110770,giganty,1
110771,tintina,1
110772,kliszy,1
110773,podróżnikiem,1
110774,takuya,1
110775,tsukahara,1
110776,008869,1
110777,cranberries,1
110778,megakoncertów,1
110779,008870,1
110780,008871,1
110781,wstrzyknęli,1
110782,lakey,1
110783,wstrzykiwać,1
110784,zapadała,1
110785,śpiączkę,1
110786,008872,1
110787,liberek,1
110788,przecinaniem,1
110789,włókienek,1
110790,spajają,1
110791,008873,1
110792,czucie,1
110793,kalekie,1
110794,brugger,1
110795,odczuwała,1
110796,rozwiniętej,1
110797,sensorycznej,1
110798,odwzorowuje,1
110799,zmysłowe,1
110800,008874,1
110801,magistrowie,1
110802,008875,1
110803,dealerem,1
110804,008876,1
110805,internistyczne,1
110806,serafiński,1
110807,nawigatorów,1
110808,nurtujące,1
110809,wertować,1
110810,posunięty,1
110811,008877,1
110812,008878,1
110813,spieszmy,1
110814,brutalizacji,1
110815,upieczeni,1
110816,008879,1
110817,piechowicach,1
110818,współwłaścicielce,1
110819,tajniakami,1
110820,przestraszona,1
110821,fałszywi,1
110822,modrzyk,1
110823,jeleniogórskiej,1
110824,008880,1
110825,008881,1
110826,walerianowi,1
110827,008882,1
110828,008883,1
110829,guziuk,1
110830,008884,1
110831,008885,1
110832,008886,1
110833,008887,1
110834,badowskiego,1
110835,pałkiewicza,1
110836,008888,1
110837,008889,1
110838,krępowali,1
110839,008890,1
110840,008891,1
110841,sterował,1
110842,skazańca,1
110843,ośmioletniego,1
110844,008892,1
110845,konglomerat,1
110846,herbata,1
110847,lipton,1
110848,sosy,1
110849,ragu,1
110850,pasta,1
110851,pepsodent,1
110852,majonezu,1
110853,orzechowego,1
110854,skippy,1
110855,gotówkowa,1
110856,008893,1
110857,pusto,1
110858,pompą,1
110859,008894,1
110860,rozpalono,1
110861,008895,1
110862,008896,1
110863,woskobojewą,1
110864,birneova,1
110865,bethanie,1
110866,mattek,1
110867,008897,1
110868,008898,1
110869,borusia,1
110870,008899,1
110871,przyjeżdza,1
110872,008900,1
110873,008901,1
110874,008902,1
110875,008903,1
110876,evy,1
110877,nemcovej,1
110878,vodiczkovej,1
110879,romany,1
110880,hamzovej,1
110881,008904,1
110882,złodziejaszków,1
110883,008905,1
110884,zgotowało,1
110885,oszałamiające,1
110886,batistucie,1
110887,008906,1
110888,008907,1
110889,008908,1
110890,cretier,1
110891,008909,1
110892,008910,1
110893,008911,1
110894,008912,1
110895,008913,1
110896,allis,1
110897,008914,1
110898,008915,1
110899,chłodniejszej,1
110900,polarnomorskiej,1
110901,008916,1
110902,008917,1
110903,008918,1
110904,008919,1
110905,008920,1
110906,sznurki,1
110907,008921,1
110908,008922,1
110909,008923,1
110910,sprawczą,1
110911,008924,1
110912,powiewem,1
110913,008925,1
110914,praktycznymi,1
110915,008926,1
110916,kurzyńcem,1
110917,ediłsułtanow,1
110918,008927,1
110919,008928,1
110920,008929,1
110921,wyremontowanie,1
110922,008930,1
110923,008931,1
110924,008932,1
110925,008933,1
110926,zrzeszonego,1
110927,pryszcz,1
110928,008934,1
110929,bounthanh,1
110930,thammavong,1
110931,laotańskie,1
110932,008935,1
110933,008936,1
110934,pomocowym,1
110935,008937,1
110936,kudły,1
110937,008938,1
110938,008939,1
110939,przeciągających,1
110940,008940,1
110941,008941,1
110942,008942,1
110943,reaktorowego,1
110944,ignalińskiej,1
110945,008943,1
110946,kandydującej,1
110947,008944,1
110948,pogwałcanie,1
110949,008945,1
110950,cierpiącą,1
110951,postarała,1
110952,008946,1
110953,kostnicy,1
110954,lundzie,1
110955,008947,1
110956,niespokojną,1
110957,008948,1
110958,008949,1
110959,zawirowań,1
110960,008950,1
110961,008951,1
110962,008952,1
110963,008953,1
110964,zahamowała,1
110965,008954,1
110966,008955,1
110967,3375,1
110968,008956,1
110969,008957,1
110970,008958,1
110971,008959,1
110972,008960,1
110973,008961,1
110974,008962,1
110975,008963,1
110976,008964,1
110977,3303,1
110978,1471,1
110979,008965,1
110980,008966,1
110981,008967,1
110982,wejhert,1
110983,008968,1
110984,vas,1
110985,008969,1
110986,008970,1
110987,008971,1
110988,008972,1
110989,lubzel,1
110990,odłączać,1
110991,008973,1
110992,008974,1
110993,pszczelarstwa,1
110994,pszczelarskiego,1
110995,sabat,1
110996,008975,1
110997,008976,1
110998,008977,1
110999,008978,1
111000,008979,1
111001,008980,1
111002,wzorując,1
111003,mistrzach,1
111004,podkręcamy,1
111005,chlasta,1
111006,008981,1
111007,fredrowskiego,1
111008,czerwcowymi,1
111009,008982,1
111010,008983,1
111011,008984,1
111012,zekranizowaniu,1
111013,chwina,1
111014,hanneman,1
111015,008985,1
111016,008986,1
111017,008987,1
111018,szczotki,1
111019,odbitki,1
111020,008988,1
111021,008989,1
111022,nieodprowadzonych,1
111023,elblagu,1
111024,008990,1
111025,małżonkami,1
111026,farine,1
111027,podenerwowania,1
111028,skroni,1
111029,zaczerwienienia,1
111030,wydzielina,1
111031,bakerię,1
111032,naturalni,1
111033,najdują,1
111034,obumierają,1
111035,gólny,1
111036,pasterze,1
111037,008991,1
111038,008992,1
111039,przysłaniać,1
111040,niepaństwowymi,1
111041,008993,1
111042,008994,1
111043,koputerowej,1
111044,008995,1
111045,andropauzą,1
111046,hormonalnego,1
111047,008996,1
111048,filtrami,1
111049,przeciwsłonecznymi,1
111050,008997,1
111051,mikroskopowych,1
111052,kuleczek,1
111053,008998,1
111054,ciastko,1
111055,kremem,1
111056,dyskwalifikowane,1
111057,008999,1
111058,komputerowców,1
111059,audiotekstowej,1
111060,wynajęli,1
111061,audiotekstowe,1
111062,prostemu,1
111063,009000,1
111064,małżeńska,1
111065,pozamałżeńską,1
111066,zakochać,1
111067,pożądać,1
111068,009001,1
111069,dysydentach,1
111070,huanga,1
111071,4tianwang,1
111072,009002,1
111073,009003,1
111074,tekstowym,1
111075,timofonica,1
111076,psikus,1
111077,009004,1
111078,rozkazuje,1
111079,adiministarcji,1
111080,wachowskiego,1
111081,podstołecznych,1
111082,009005,1
111083,orzekałam,1
111084,009006,1
111085,mechanicy,1
111086,zawiadomieni,1
111087,zginęłyby,1
111088,009007,1
111089,poznańskimsądem,1
111090,009008,1
111091,009009,1
111092,009010,1
111093,hurtowy,1
111094,odurzono,1
111095,009011,1
111096,009012,1
111097,009013,1
111098,009014,1
111099,kretów,1
111100,ogródku,1
111101,009015,1
111102,załuski,1
111103,oznakowaniu,1
111104,poprzeczne,1
111105,wymuszają,1
111106,009016,1
111107,błąkają,1
111108,antyli,1
111109,zadziwiająca,1
111110,uropa,1
111111,wrzucają,1
111112,havelik,1
111113,009017,1
111114,państwoświeckie,1
111115,009018,1
111116,karaibskie,1
111117,kostarykańskiego,1
111118,moskowskij,1
111119,pływakiem,1
111120,kostarykanina,1
111121,009019,1
111122,009020,1
111123,obrączek,1
111124,009021,1
111125,009022,1
111126,śmiercionośny,1
111127,009023,1
111128,009024,1
111129,009025,1
111130,ledwoń,1
111131,zdegradowanej,1
111132,009026,1
111133,pałowi,1
111134,zagumnemu,1
111135,009027,1
111136,009028,1
111137,009029,1
111138,009030,1
111139,pudyszew,1
111140,009031,1
111141,009032,1
111142,009033,1
111143,009034,1
111144,pozykać,1
111145,zasililiby,1
111146,szukującego,1
111147,009035,1
111148,009036,1
111149,009037,1
111150,009038,1
111151,olszytyn,1
111152,009039,1
111153,009040,1
111154,009041,1
111155,009042,1
111156,009043,1
111157,009044,1
111158,oddałyby,1
111159,009045,1
111160,spowalniania,1
111161,bałaganiarskie,1
111162,dyskwalifikowałoby,1
111163,wielomiesięczne,1
111164,009046,1
111165,009047,1
111166,009048,1
111167,umarzający,1
111168,009049,1
111169,przedakcesyjnej,1
111170,009050,1
111171,009051,1
111172,zatroskanie,1
111173,stawieniu,1
111174,009052,1
111175,saundersa,1
111176,nieuchwytni,1
111177,zamordowało,1
111178,welcha,1
111179,009053,1
111180,antyeuropejskich,1
111181,009054,1
111182,komsomolskiej,1
111183,009055,1
111184,009056,1
111185,patrolujący,1
111186,pięciokilometrową,1
111187,009057,1
111188,internatem,1
111189,zelimchan,1
111190,nurdy,1
111191,odpiłowywaniu,1
111192,skronie,1
111193,009058,1
111194,obuchiemu,1
111195,qichena,1
111196,christienkę,1
111197,009059,1
111198,ferowania,1
111199,009060,1
111200,przetrzymujących,1
111201,009061,1
111202,hmas,1
111203,malaity,1
111204,isatabu,1
111205,guadalcanal,1
111206,009062,1
111207,009063,1
111208,009064,1
111209,zlokalizowanej,1
111210,dopasowana,1
111211,architektonicznie,1
111212,009065,1
111213,009066,1
111214,009067,1
111215,009068,1
111216,009069,1
111217,009070,1
111218,nadwerężyć,1
111219,009071,1
111220,paneuropejskie,1
111221,009072,1
111222,009073,1
111223,009074,1
111224,009075,1
111225,009076,1
111226,009077,1
111227,sapiński,1
111228,009078,1
111229,009079,1
111230,009080,1
111231,009081,1
111232,outsourcingowe,1
111233,apcon,1
111234,009082,1
111235,009083,1
111236,009084,1
111237,009085,1
111238,009086,1
111239,alabastrowe,1
111240,bogowie,1
111241,predynastyczny,1
111242,koptyjskie,1
111243,gamhud,1
111244,egiptologa,1
111245,koptologa,1
111246,izydy,1
111247,aset,1
111248,iri,1
111249,khet,1
111250,kartonaż,1
111251,przylegająca,1
111252,powłoka,1
111253,płóciennych,1
111254,papirusowych,1
111255,sklejonych,1
111256,gipsową,1
111257,modelowano,1
111258,wymieszaną,1
111259,ziarnem,1
111260,kiełkowało,1
111261,życiodajne,1
111262,ozyrysa,1
111263,odradzającą,1
111264,modelowane,1
111265,009087,1
111266,nikodemowiczowi,1
111267,pustą,1
111268,helman,1
111269,009088,1
111270,przetworzoną,1
111271,sterylną,1
111272,bakteriologicznym,1
111273,przesadną,1
111274,higienizację,1
111275,infekcyjnego,1
111276,spaliny,1
111277,torują,1
111278,uwalniające,1
111279,wychowywanego,1
111280,009089,1
111281,wonkwang,1
111282,kwiatowe,1
111283,tuczne,1
111284,histaminę,1
111285,przeciwalergiczne,1
111286,wydzielinę,1
111287,histaminy,1
111288,alergicznego,1
111289,filiżance,1
111290,kofeina,1
111291,chronicznym,1
111292,wąchania,1
111293,009090,1
111294,009091,1
111295,009092,1
111296,009093,1
111297,matematyce,1
111298,009094,1
111299,vladmira,1
111300,tekstach,1
111301,poczytny,1
111302,działaczowi,1
111303,duszanowi,1
111304,slobodnikowi,1
111305,umyśle,1
111306,009095,1
111307,009096,1
111308,pogrzebowi,1
111309,podzieleniu,1
111310,konkurują,1
111311,preferowanym,1
111312,009097,1
111313,pomniejszonej,1
111314,grabowskiej,1
111315,taczanowskiej,1
111316,009098,1
111317,odkryły,1
111318,akwizytora,1
111319,nadk,1
111320,ustaleni,1
111321,akwizytorach,1
111322,fałszerzach,1
111323,legalni,1
111324,oszustwach,1
111325,009099,1
111326,działdowem,1
111327,żurominem,1
111328,009100,1
111329,zakopał,1
111330,009101,1
111331,kaborna,1
111332,przeświadczeniu,1
111333,podolsztyńskim,1
111334,kabornie,1
111335,szeryf,1
111336,podziękowaliby,1
111337,009102,1
111338,009103,1
111339,podłożonym,1
111340,pokryją,1
111341,009104,1
111342,009105,1
111343,009106,1
111344,009107,1
111345,radziwiłłowa,1
111346,wmurowana,1
111347,farnego,1
111348,radziwiłłowskich,1
111349,nieświeskiego,1
111350,1593,1
111351,bernardoniego,1
111352,zbiornikiem,1
111353,przerobionym,1
111354,009108,1
111355,wozków,1
111356,dziecięcyca,1
111357,liberta,1
111358,009109,1
111359,oddelegowano,1
111360,wojacy,1
111361,słoniami,1
111362,zasmakowały,1
111363,najeżdżających,1
111364,kui,1
111365,buri,1
111366,prachuab,1
111367,khiri,1
111368,khan,1
111369,groźniejszymi,1
111370,proca,1
111371,trucizną,1
111372,przewodami,1
111373,uzbrojono,1
111374,odgłosów,1
111375,poluje,1
111376,009110,1
111377,trzypokoleniowa,1
111378,jasińskich,1
111379,zameldowaniem,1
111380,009111,1
111381,ratuje,1
111382,toninio,1
111383,klonu,1
111384,009112,1
111385,009113,1
111386,jacku,1
111387,hijack,1
111388,swat,1
111389,009114,1
111390,009115,1
111391,totschnig,1
111392,alpendorf,1
111393,009116,1
111394,009117,1
111395,ventoux,1
111396,009118,1
111397,vanellus,1
111398,lotniskowcu,1
111399,burczyńskiego,1
111400,009119,1
111401,009120,1
111402,009121,1
111403,peretti,1
111404,009122,1
111405,dyś,1
111406,009123,1
111407,009124,1
111408,indianę,1
111409,009125,1
111410,009126,1
111411,jensona,1
111412,buttona,1
111413,autosport,1
111414,009127,1
111415,009128,1
111416,009129,1
111417,szybilski,1
111418,009130,1
111419,009131,1
111420,009132,1
111421,diomede,1
111422,009133,1
111423,009134,1
111424,009135,1
111425,przyczyniały,1
111426,009136,1
111427,009137,1
111428,009138,1
111429,009139,1
111430,zaostrzonego,1
111431,009140,1
111432,009141,1
111433,009142,1
111434,009143,1
111435,009144,1
111436,009145,1
111437,przystąpiłaby,1
111438,009146,1
111439,009147,1
111440,009148,1
111441,009149,1
111442,009150,1
111443,009151,1
111444,korupcjogennej,1
111445,009152,1
111446,009153,1
111447,przestałyby,1
111448,powoływałby,1
111449,009154,1
111450,zależałaby,1
111451,009155,1
111452,009156,1
111453,009157,1
111454,009158,1
111455,sześciokrotność,1
111456,009159,1
111457,2175,1
111458,009160,1
111459,009161,1
111460,mpo,1
111461,upolityczni,1
111462,009162,1
111463,009163,1
111464,009164,1
111465,dołożyli,1
111466,009165,1
111467,009166,1
111468,009167,1
111469,009168,1
111470,009169,1
111471,009170,1
111472,009171,1
111473,brejzy,1
111474,009172,1
111475,009173,1
111476,niefortunnymi,1
111477,009174,1
111478,009175,1
111479,sprawowany,1
111480,009176,1
111481,negocjujący,1
111482,009177,1
111483,009178,1
111484,009179,1
111485,uprzedzają,1
111486,009180,1
111487,powitaliby,1
111488,wyszehradzkie,1
111489,009181,1
111490,009182,1
111491,ponaglić,1
111492,ogólnoamerykańskiego,1
111493,difrancesco,1
111494,009183,1
111495,havena,1
111496,welbela,1
111497,009184,1
111498,zaktualizował,1
111499,009185,1
111500,zadbały,1
111501,009186,1
111502,wynikom,1
111503,009187,1
111504,009188,1
111505,oponentami,1
111506,vukiem,1
111507,draszkoviciem,1
111508,009189,1
111509,skotarek,1
111510,cofnięty,1
111511,siegieżu,1
111512,009190,1
111513,009191,1
111514,dyskryminujących,1
111515,009192,1
111516,009193,1
111517,bożkowa,1
111518,009194,1
111519,commonwealthu,1
111520,zakomunikowały,1
111521,009195,1
111522,009196,1
111523,009197,1
111524,009198,1
111525,009199,1
111526,009200,1
111527,009201,1
111528,009202,1
111529,myśliński,1
111530,009203,1
111531,009204,1
111532,009205,1
111533,wapienniczych,1
111534,kzpw,1
111535,oyj,1
111536,009206,1
111537,009207,1
111538,009208,1
111539,czakański,1
111540,bartkiewicza,1
111541,009209,1
111542,fortum,1
111543,ciepłowniczego,1
111544,009210,1
111545,marketeg,1
111546,swepol,1
111547,009211,1
111548,jatkiewicz,1
111549,009212,1
111550,009213,1
111551,009214,1
111552,dytko,1
111553,009215,1
111554,kozicy,1
111555,lutyńskiego,1
111556,rzymcioka,1
111557,jachymiaka,1
111558,009216,1
111559,kumoszki,1
111560,yoricka,1
111561,009217,1
111562,offowym,1
111563,009218,1
111564,czumacki,1
111565,009219,1
111566,009220,1
111567,009221,1
111568,009222,1
111569,009223,1
111570,009224,1
111571,burgh,1
111572,009225,1
111573,rhapsody,1
111574,009226,1
111575,009227,1
111576,009228,1
111577,audycja,1
111578,009229,1
111579,katowiczanin,1
111580,trzyczęściową,1
111581,009230,1
111582,muzealnikami,1
111583,009231,1
111584,009232,1
111585,jagiellońskich,1
111586,miedzianymi,1
111587,monetami,1
111588,opisanie,1
111589,wyszarpnęła,1
111590,garnek,1
111591,wysypały,1
111592,zaczęliby,1
111593,wydobyliśmy,1
111594,009233,1
111595,009234,1
111596,009235,1
111597,009236,1
111598,009237,1
111599,obrzezani,1
111600,nieobrzezani,1
111601,009238,1
111602,staw,1
111603,kolanowy,1
111604,jogging,1
111605,009239,1
111606,009240,1
111607,009241,1
111608,znieważających,1
111609,009242,1
111610,009243,1
111611,wyśledzenie,1
111612,nietrudne,1
111613,009244,1
111614,009245,1
111615,gatesem,1
111616,009246,1
111617,009247,1
111618,ochroni,1
111619,będziesz,1
111620,009248,1
111621,009249,1
111622,009250,1
111623,009251,1
111624,bezskuteczny,1
111625,009252,1
111626,maluchowi,1
111627,zofię,1
111628,009253,1
111629,009254,1
111630,plutonowemu,1
111631,pododdziałowi,1
111632,sforsowanie,1
111633,009255,1
111634,przyglądająca,1
111635,joasia,1
111636,mamę,1
111637,opatrzeniu,1
111638,009256,1
111639,denerwowali,1
111640,zamieszanego,1
111641,009257,1
111642,yzeuere,1
111643,marclopt,1
111644,prowodyr,1
111645,009258,1
111646,009259,1
111647,009260,1
111648,009261,1
111649,009262,1
111650,009263,1
111651,009264,1
111652,009265,1
111653,baudouina,1
111654,009266,1
111655,remisy,1
111656,009267,1
111657,konfrontacją,1
111658,nastawionego,1
111659,skandynawów,1
111660,soderberg,1
111661,larsem,1
111662,lagerbackiem,1
111663,kolektyw,1
111664,solnie,1
111665,hedmana,1
111666,009268,1
111667,larssona,1
111668,009269,1
111669,merk,1
111670,009270,1
111671,009271,1
111672,rennae,1
111673,stubbs,1
111674,009272,1
111675,009273,1
111676,009274,1
111677,tylkowski,1
111678,mojski,1
111679,009275,1
111680,009276,1
111681,009277,1
111682,009278,1
111683,gapiński,1
111684,009279,1
111685,lienz,1
111686,009280,1
111687,sonją,1
111688,traxel,1
111689,009281,1
111690,009282,1
111691,009283,1
111692,009284,1
111693,narodzinom,1
111694,009285,1
111695,009286,1
111696,wieloetapowego,1
111697,009287,1
111698,009288,1
111699,009289,1
111700,009290,1
111701,009291,1
111702,monnet,1
111703,wiatrach,1
111704,prądach,1
111705,opływając,1
111706,009292,1
111707,009293,1
111708,009294,1
111709,wyrośnie,1
111710,każcie,1
111711,wyraźcie,1
111712,009295,1
111713,ukochanej,1
111714,fundować,1
111715,prywatę,1
111716,zideologizowana,1
111717,samokrytycznej,1
111718,009296,1
111719,dixielandowy,1
111720,kapele,1
111721,dumka,1
111722,dotyk,1
111723,009297,1
111724,009298,1
111725,009299,1
111726,duk,1
111727,009300,1
111728,destrukcyjnym,1
111729,zniewolenie,1
111730,oszczerstwom,1
111731,009301,1
111732,koleżeński,1
111733,009302,1
111734,szumnej,1
111735,solidarnościowymi,1
111736,009303,1
111737,przejdźmy,1
111738,gruntowną,1
111739,009304,1
111740,009305,1
111741,odtworzone,1
111742,żyjcie,1
111743,wyście,1
111744,wybrałem,1
111745,009306,1
111746,symbolizująca,1
111747,009307,1
111748,prareferendum,1
111749,imreza,1
111750,świdniczanie,1
111751,009308,1
111752,009309,1
111753,009310,1
111754,brook,1
111755,009311,1
111756,009312,1
111757,009313,1
111758,upamiętniły,1
111759,aleksinacu,1
111760,009314,1
111761,caeli,1
111762,odmawianą,1
111763,oszczędzono,1
111764,009315,1
111765,009316,1
111766,jemeńskimi,1
111767,gudbranda,1
111768,stuve,1
111769,009317,1
111770,erytrejską,1
111771,009318,1
111772,maguindanao,1
111773,sateh,1
111774,009319,1
111775,009320,1
111776,009321,1
111777,009322,1
111778,009323,1
111779,brunswicku,1
111780,zaliczał,1
111781,warholem,1
111782,lichtensteinem,1
111783,claesem,1
111784,oldenburgiem,1
111785,owijaniu,1
111786,delikatnymi,1
111787,bandażami,1
111788,gipsowymi,1
111789,upiorne,1
111790,segala,1
111791,przenikliwym,1
111792,migration,1
111793,jaskrawych,1
111794,objazdowej,1
111795,009324,1
111796,semantyczną,1
111797,komunikowanej,1
111798,jandla,1
111799,dadaistów,1
111800,kubizmu,1
111801,kontrkulturowych,1
111802,przenikały,1
111803,konkreciści,1
111804,anglosascy,1
111805,kaligramów,1
111806,dróżdż,1
111807,futuryści,1
111808,grosse,1
111809,staatspreis,1
111810,buechner,1
111811,009325,1
111812,nubia,1
111813,sudańskie,1
111814,009326,1
111815,wczesnośredniowieczne,1
111816,009327,1
111817,009328,1
111818,sprężysty,1
111819,wyskociśnieniowych,1
111820,unipres,1
111821,009329,1
111822,marokańskim,1
111823,009330,1
111824,009331,1
111825,sleep,1
111826,009332,1
111827,009333,1
111828,viagrą,1
111829,009334,1
111830,wymiotami,1
111831,widoma,1
111832,009335,1
111833,009336,1
111834,nieobsadzonych,1
111835,awangardę,1
111836,spectrum,1
111837,strategy,1
111838,internatinal,1
111839,niewykwalifikowanych,1
111840,cybernetyki,1
111841,009337,1
111842,epikratesy,1
111843,hodowcą,1
111844,009338,1
111845,zdemolowano,1
111846,kultem,1
111847,wymalowane,1
111848,nieczynnym,1
111849,009339,1
111850,wsadził,1
111851,najeżdżała,1
111852,szyba,1
111853,wybita,1
111854,brzęk,1
111855,009340,1
111856,wilczura,1
111857,rozszarpał,1
111858,przedramię,1
111859,zagoniła,1
111860,kojca,1
111861,009341,1
111862,lichenia,1
111863,ochłodzić,1
111864,nieprzytomne,1
111865,łódce,1
111866,009342,1
111867,wypłynęli,1
111868,przeciążonym,1
111869,wielbarka,1
111870,lichtajna,1
111871,009343,1
111872,uraczony,1
111873,kurczakiem,1
111874,ciastem,1
111875,urodzinową,1
111876,009344,1
111877,009345,1
111878,pozowały,1
111879,009346,1
111880,prosiąt,1
111881,009347,1
111882,009348,1
111883,jachtową,1
111884,009349,1
111885,torbiarczyk,1
111886,lilię,1
111887,009350,1
111888,zwinięta,1
111889,stożkowo,1
111890,rozszerzająca,1
111891,plessówka,1
111892,kolebką,1
111893,009351,1
111894,obwieszczając,1
111895,009352,1
111896,kobzie,1
111897,aspirująca,1
111898,009353,1
111899,filatelistyczna,1
111900,filatelistów,1
111901,009354,1
111902,missio,1
111903,misjom,1
111904,009355,1
111905,wyuzdanych,1
111906,budkach,1
111907,009356,1
111908,brytyjczków,1
111909,długoletnia,1
111910,camilla,1
111911,009357,1
111912,zębatej,1
111913,zugspitze,1
111914,009358,1
111915,009359,1
111916,hermansson,1
111917,ortegren,1
111918,lindstedt,1
111919,randjelovic,1
111920,009360,1
111921,009361,1
111922,langstona,1
111923,009362,1
111924,dyskobole,1
111925,009363,1
111926,kwarty,1
111927,009364,1
111928,009365,1
111929,009366,1
111930,fredik,1
111931,mellorem,1
111932,009367,1
111933,juha,1
111934,kankkunen,1
111935,009368,1
111936,009369,1
111937,burczyk,1
111938,009370,1
111939,lotosem,1
111940,009371,1
111941,fullana,1
111942,009372,1
111943,czasówkę,1
111944,rosolińskiego,1
111945,wyrzykowskiego,1
111946,009373,1
111947,009374,1
111948,009375,1
111949,009376,1
111950,009377,1
111951,009378,1
111952,sainzem,1
111953,009379,1
111954,alejnikow,1
111955,1270,1
111956,009380,1
111957,conchitę,1
111958,009381,1
111959,009382,1
111960,meczufinałowym,1
111961,vitaralem,1
111962,jelfą,1
111963,009383,1
111964,009384,1
111965,009385,1
111966,009386,1
111967,chausson,1
111968,rockwell,1
111969,009387,1
111970,przesuwające,1
111971,009388,1
111972,009389,1
111973,przetrzyma,1
111974,przychylnego,1
111975,brzemiennych,1
111976,009390,1
111977,obrzydzeniem,1
111978,009391,1
111979,zaniedbał,1
111980,009392,1
111981,009393,1
111982,przepływały,1
111983,009394,1
111984,dostosowującej,1
111985,009395,1
111986,oczywistego,1
111987,spłacanie,1
111988,księgowania,1
111989,rozporządzanie,1
111990,zaksięgowania,1
111991,009396,1
111992,dobroczynnych,1
111993,009397,1
111994,009398,1
111995,009399,1
111996,hercegnovi,1
111997,proserbskiego,1
111998,zniechęcić,1
111999,009400,1
112000,pogwałcając,1
112001,009401,1
112002,jamdajewych,1
112003,009402,1
112004,brice,1
112005,fleutiaux,1
112006,009403,1
112007,okułowa,1
112008,intratnego,1
112009,009404,1
112010,umownie,1
112011,norymbergą,1
112012,nieosądzone,1
112013,009405,1
112014,powitalnej,1
112015,widodo,1
112016,sutiyo,1
112017,009406,1
112018,browne,1
112019,009407,1
112020,009408,1
112021,009409,1
112022,009410,1
112023,charakteryzowała,1
112024,zapowiadającym,1
112025,powrotnego,1
112026,009411,1
112027,009412,1
112028,009413,1
112029,009414,1
112030,009415,1
112031,ważona,1
112032,megawatogodzinę,1
112033,4867,1
112034,009416,1
112035,009417,1
112036,009418,1
112037,009419,1
112038,mięsnymi,1
112039,009420,1
112040,009421,1
112041,009422,1
112042,009423,1
112043,009424,1
112044,galon,1
112045,009425,1
112046,galopu,1
112047,cyprysową,1
112048,ansuis,1
112049,napracowali,1
112050,kostiumologów,1
112051,lwami,1
112052,zatybrze,1
112053,009426,1
112054,009427,1
112055,prusowie,1
112056,bałtyjskiego,1
112057,towarzyszem,1
112058,009428,1
112059,literaccy,1
112060,habielski,1
112061,009429,1
112062,najprostszych,1
112063,009430,1
112064,009431,1
112065,009432,1
112066,małpiego,1
112067,bakcyla,1
112068,009433,1
112069,009434,1
112070,odżywiali,1
112071,łowcami,1
112072,tępymi,1
112073,jaskiniowymi,1
112074,009435,1
112075,009436,1
112076,lekach,1
112077,spławiński,1
112078,009437,1
112079,gekony,1
112080,łapek,1
112081,009438,1
112082,podsumowującego,1
112083,009439,1
112084,newsów,1
112085,009440,1
112086,erawap,1
112087,nieczewski,1
112088,009441,1
112089,009442,1
112090,wrotnowie,1
112091,węgrowa,1
112092,009443,1
112093,okradła,1
112094,wyłamali,1
112095,maturzystami,1
112096,biwak,1
112097,kamionkach,1
112098,bielawy,1
112099,rękoczynów,1
112100,kamionek,1
112101,jeżdżenia,1
112102,009444,1
112103,analizujący,1
112104,względne,1
112105,mediany,1
112106,florencki,1
112107,sklasyfikował,1
112108,009445,1
112109,kołysać,1
112110,mills,1
112111,widokowego,1
112112,009446,1
112113,009447,1
112114,wopr,1
112115,009448,1
112116,somerville,1
112117,009449,1
112118,volckera,1
112119,009450,1
112120,przesyłkach,1
112121,009451,1
112122,skończenia,1
112123,szabas,1
112124,009452,1
112125,009453,1
112126,malowanie,1
112127,fasad,1
112128,009454,1
112129,009455,1
112130,009456,1
112131,009457,1
112132,009458,1
112133,russellem,1
112134,009459,1
112135,windsurfingowy,1
112136,ewenementem,1
112137,009460,1
112138,009461,1
112139,villers,1
112140,cotterets,1
112141,009462,1
112142,009463,1
112143,009464,1
112144,009465,1
112145,009466,1
112146,009467,1
112147,009468,1
112148,009469,1
112149,009470,1
112150,009471,1
112151,małoaktywnego,1
112152,009472,1
112153,kolejowi,1
112154,bezterminowej,1
112155,sparaliżowałaby,1
112156,dziesięciogodzinnym,1
112157,009473,1
112158,upolityczniać,1
112159,009474,1
112160,009475,1
112161,koniunkturalizmu,1
112162,009476,1
112163,ekonomistką,1
112164,semantycznymi,1
112165,królewnie,1
112166,śnieżce,1
112167,śnieżka,1
112168,pocałunku,1
112169,pocałunkiem,1
112170,pocałuje,1
112171,pocałował,1
112172,randkę,1
112173,009477,1
112174,009478,1
112175,bezprawną,1
112176,spreparowania,1
112177,009479,1
112178,zagrywka,1
